name,full_name,base,base_name,second,second_name
SGD/XAF,SGD/XAF - Singapore Dollar Central African Franc,SGD,Singapore Dollar,XAF,Central African Franc
SGD/XCD,SGD/XCD - Singapore Dollar East Caribbean Dollar,SGD,Singapore Dollar,XCD,East Caribbean Dollar
SGD/XOF,SGD/XOF - Singapore Dollar West African CFA franc,SGD,Singapore Dollar,XOF,West African CFA franc
TRY/SGD,TRY/SGD - Turkish Lira Singapore Dollar,TRY,Turkish Lira,SGD,Singapore Dollar
TWD/SGD,TWD/SGD - Taiwan Dollar Singapore Dollar,TWD,Taiwan Dollar,SGD,Singapore Dollar
VES/SGD,VES/SGD - Venezuelan Bolivar Singapore Dollar,VES,Venezuelan Bolivar,SGD,Singapore Dollar
ZAR/SGD,ZAR/SGD - South African Rand Singapore Dollar,ZAR,South African Rand,SGD,Singapore Dollar
USD/SOS,USD/SOS - US Dollar Somali Shilling,USD,US Dollar,SOS,Somali Shilling
USD/STN,USD/STN - US Dollar São Tomé/Príncipe Dobra,USD,US Dollar,STN,São Tomé/Príncipe Dobra
USD/SVC,USD/SVC - US Dollar El Salvador Colon,USD,US Dollar,SVC,El Salvador Colon
USD/SYP,USD/SYP - US Dollar Syrian Pound,USD,US Dollar,SYP,Syrian Pound
SYP/USD,SYP/USD - Syrian Pound US Dollar,SYP,Syrian Pound,USD,US Dollar
USD/SZL,USD/SZL - US Dollar Swazi Lilangeni,USD,US Dollar,SZL,Swazi Lilangeni
USD/THB,USD/THB - US Dollar Thai Baht,USD,US Dollar,THB,Thai Baht
THB/TWD,THB/TWD - Thai Baht Taiwan Dollar,THB,Thai Baht,TWD,Taiwan Dollar
TWD/THB,TWD/THB - Taiwan Dollar Thai Baht,TWD,Taiwan Dollar,THB,Thai Baht
ZAR/THB,ZAR/THB - South African Rand Thai Baht,ZAR,South African Rand,THB,Thai Baht
THB/TRY,THB/TRY - Thai Baht Turkish Lira,THB,Thai Baht,TRY,Turkish Lira
THB/XAF,THB/XAF - Thai Baht Central African Franc,THB,Thai Baht,XAF,Central African Franc
THB/XOF,THB/XOF - Thai Baht West African CFA franc,THB,Thai Baht,XOF,West African CFA franc
THB/ZAR,THB/ZAR - Thai Baht South African Rand,THB,Thai Baht,ZAR,South African Rand
TRY/THB,TRY/THB - Turkish Lira Thai Baht,TRY,Turkish Lira,THB,Thai Baht
VES/THB,VES/THB - Venezuelan Bolivar Thai Baht,VES,Venezuelan Bolivar,THB,Thai Baht
THB/USD,THB/USD - Thai Baht US Dollar,THB,Thai Baht,USD,US Dollar
USD/TJS,USD/TJS - US Dollar Tajikistani somoni,USD,US Dollar,TJS,Tajikistani somoni
USD/TMT,USD/TMT - US Dollar Turkmenistan manat,USD,US Dollar,TMT,Turkmenistan manat
USD/TND,USD/TND - US Dollar Tunisian Dinar,USD,US Dollar,TND,Tunisian Dinar
USD/TRY,USD/TRY - US Dollar Turkish Lira,USD,US Dollar,TRY,Turkish Lira
TRY/ZAR,TRY/ZAR - Turkish Lira South African Rand,TRY,Turkish Lira,ZAR,South African Rand
TRY/TWD,TRY/TWD - Turkish Lira Taiwan Dollar,TRY,Turkish Lira,TWD,Taiwan Dollar
TRY/USD,TRY/USD - Turkish Lira US Dollar,TRY,Turkish Lira,USD,US Dollar
TRY/VES,TRY/VES - Turkish Lira Venezuelan Bolivar,TRY,Turkish Lira,VES,Venezuelan Bolivar
TRY/XAF,TRY/XAF - Turkish Lira Central African Franc,TRY,Turkish Lira,XAF,Central African Franc
TRY/XCD,TRY/XCD - Turkish Lira East Caribbean Dollar,TRY,Turkish Lira,XCD,East Caribbean Dollar
TRY/XOF,TRY/XOF - Turkish Lira West African CFA franc,TRY,Turkish Lira,XOF,West African CFA franc
TWD/TRY,TWD/TRY - Taiwan Dollar Turkish Lira,TWD,Taiwan Dollar,TRY,Turkish Lira
VES/TRY,VES/TRY - Venezuelan Bolivar Turkish Lira,VES,Venezuelan Bolivar,TRY,Turkish Lira
ZAR/TRY,ZAR/TRY - South African Rand Turkish Lira,ZAR,South African Rand,TRY,Turkish Lira
SDR/TRY,SDR/TRY - Special Drawing Rights Turkish Lira,SDR,Special Drawing...,TRY,Turkish Lira
XAGg/TRY,XAGg/TRY - Gram Silver Turkish Lira,XAGg,Gram Silver,TRY,Turkish Lira
TRY/UAH,TRY/UAH - Turkish Lira Ukrainian Hryvnia,TRY,Turkish Lira,UAH,Ukrainian Hryvnia
USD/TTD,USD/TTD - US Dollar Trinidad Dollar,USD,US Dollar,TTD,Trinidad Dollar
USD/TWD,USD/TWD - US Dollar Taiwan Dollar,USD,US Dollar,TWD,Taiwan Dollar
ZAR/TWD,ZAR/TWD - South African Rand Taiwan Dollar,ZAR,South African Rand,TWD,Taiwan Dollar
TWD/USD,TWD/USD - Taiwan Dollar US Dollar,TWD,Taiwan Dollar,USD,US Dollar
TWD/VES,TWD/VES - Taiwan Dollar Venezuelan Bolivar,TWD,Taiwan Dollar,VES,Venezuelan Bolivar
TWD/XAF,TWD/XAF - Taiwan Dollar Central African Franc,TWD,Taiwan Dollar,XAF,Central African Franc
TWD/XCD,TWD/XCD - Taiwan Dollar East Caribbean Dollar,TWD,Taiwan Dollar,XCD,East Caribbean Dollar
TWD/XOF,TWD/XOF - Taiwan Dollar West African CFA franc,TWD,Taiwan Dollar,XOF,West African CFA franc
TWD/ZAR,TWD/ZAR - Taiwan Dollar South African Rand,TWD,Taiwan Dollar,ZAR,South African Rand
VES/TWD,VES/TWD - Venezuelan Bolivar Taiwan Dollar,VES,Venezuelan Bolivar,TWD,Taiwan Dollar
USD/TZS,USD/TZS - US Dollar Tanzanian Shilling,USD,US Dollar,TZS,Tanzanian Shilling
USD/UAH,USD/UAH - US Dollar Ukrainian Hryvnia,USD,US Dollar,UAH,Ukrainian Hryvnia
UAH/USD,UAH/USD - Ukrainian Hryvnia US Dollar,UAH,Ukrainian Hryvnia,USD,US Dollar
USD/UGX,USD/UGX - US Dollar Ugandan Shilling,USD,US Dollar,UGX,Ugandan Shilling
USD/ZAR,USD/ZAR - US Dollar South African Rand,USD,US Dollar,ZAR,South African Rand
USD/UYU,USD/UYU - US Dollar Uruguayan Peso,USD,US Dollar,UYU,Uruguayan Peso
USD/UZS,USD/UZS - US Dollar Uzbekistani Sum,USD,US Dollar,UZS,Uzbekistani Sum
USD/VES,USD/VES - US Dollar Venezuelan Bolivar,USD,US Dollar,VES,Venezuelan Bolivar
USD/VND,USD/VND - US Dollar Vietnamese Dong,USD,US Dollar,VND,Vietnamese Dong
USD/VUV,USD/VUV - US Dollar Vanuatu vatu,USD,US Dollar,VUV,Vanuatu vatu
USD/XAF,USD/XAF - US Dollar Central African Franc,USD,US Dollar,XAF,Central African Franc
USD/XCD,USD/XCD - US Dollar East Caribbean Dollar,USD,US Dollar,XCD,East Caribbean Dollar
USD/XOF,USD/XOF - US Dollar West African CFA franc,USD,US Dollar,XOF,West African CFA franc
USD/XPF,USD/XPF - US Dollar French Pacific Franc,USD,US Dollar,XPF,French Pacific Franc
USD/YER,USD/YER - US Dollar Yemeni Rial,USD,US Dollar,YER,Yemeni Rial
USD/ZMW,USD/ZMW - US Dollar Zambia Kwacha,USD,US Dollar,ZMW,Zambia Kwacha
VES/USD,VES/USD - Venezuelan Bolivar US Dollar,VES,Venezuelan Bolivar,USD,US Dollar
ZAR/USD,ZAR/USD - South African Rand US Dollar,ZAR,South African Rand,USD,US Dollar
UYU/USD,UYU/USD - Uruguayan Peso US Dollar,UYU,Uruguayan Peso,USD,US Dollar
VND/USD,VND/USD - Vietnamese Dong US Dollar,VND,Vietnamese Dong,USD,US Dollar
XBR/USD,XBR/USD - Brent Spot US Dollar,XBR,Brent Spot,USD,US Dollar
XAGg/USD,XAGg/USD - Gram Silver US Dollar,XAGg,Gram Silver,USD,US Dollar
VES/UYU,VES/UYU - Venezuelan Bolivar Uruguayan Peso,VES,Venezuelan Bolivar,UYU,Uruguayan Peso
UYU/VES,UYU/VES - Uruguayan Peso Venezuelan Bolivar,UYU,Uruguayan Peso,VES,Venezuelan Bolivar
VES/XAF,VES/XAF - Venezuelan Bolivar Central African Franc,VES,Venezuelan Bolivar,XAF,Central African Franc
VES/XCD,VES/XCD - Venezuelan Bolivar East Caribbean Dollar,VES,Venezuelan Bolivar,XCD,East Caribbean Dollar
VES/XOF,VES/XOF - Venezuelan Bolivar West African CFA franc,VES,Venezuelan Bolivar,XOF,West African CFA franc
VES/ZAR,VES/ZAR - Venezuelan Bolivar South African Rand,VES,Venezuelan Bolivar,ZAR,South African Rand
ZAR/VES,ZAR/VES - South African Rand Venezuelan Bolivar,ZAR,South African Rand,VES,Venezuelan Bolivar
VND/XAF,VND/XAF - Vietnamese Dong Central African Franc,VND,Vietnamese Dong,XAF,Central African Franc
ZAR/XAF,ZAR/XAF - South African Rand Central African Franc,ZAR,South African Rand,XAF,Central African Franc
ZAR/XCD,ZAR/XCD - South African Rand East Caribbean Dollar,ZAR,South African Rand,XCD,East Caribbean Dollar
ZAR/XOF,ZAR/XOF - South African Rand West African CFA franc,ZAR,South African Rand,XOF,West African CFA franc
XAU/USD,XAU/USD - Gold Spot US Dollar,XAU,Gold Spot,USD,US Dollar
XAG/USD,XAG/USD - Silver Spot US Dollar,XAG,Silver Spot,USD,US Dollar
